id_orden_compra,fecha_emision,fecha_pago,proveedor,categoria,monto_ars,condicion_pago,estado
OC-5580,2023-01-05,,ElectroImport SA,TV/Audio,4753842794.0,60 días,Pagado
OC-5581,2023-01-05,2023-12-05,AccesoriosTotal SRL,Accesorios,2563990986.0,60 días,Pagado
OC-5582,2023-01-05,2023-06-05,MegaComputo SRL,Periféricos,3471627272.0,Contado,Pagado
OC-5583,2023-01-05,2023-06-05,MegaComputo SRL,Almacenamiento,196747880.0,30 días,Pagado
OC-5584,2023-01-05,,NetSupply SA,Redes,1408745848.0,Contado,Pagado
OC-5585,2023-01-05,,NetSupply SA,Seguridad,112149970.0,Contado,Pagado
OC-5586,2023-01-06,,DistribuidoraTech SA,Smartphones,429808048.0,Contado,Pagado
OC-5587,2023-01-06,2023-11-06,MegaComputo SRL,Computación,4843306774.0,60 días,Pagado
OC-5588,2023-01-06,,DistribuidoraTech SA,Tablets,2028166216.0,Contado,Pagado
OC-5589,2023-01-06,,ElectroImport SA,TV/Audio,3466461145.0,Contado,Pagado
OC-5590,2023-01-06,,AccesoriosTotal SRL,Accesorios,149202826.0,60 días,Pagado
OC-5591,2023-01-06,2023-07-06,MegaComputo SRL,Periféricos,1837486158.0,30 días,Pagado
OC-5592,2023-01-06,2023-05-06,MegaComputo SRL,Almacenamiento,1385426237.0,Contado,Pagado
OC-5593,2023-01-06,2023-05-06,NetSupply SA,Redes,1020179342.0,60 días,Pagado
OC-5594,2023-01-06,2023-08-06,NetSupply SA,Seguridad,762982576.0,60 días,Pagado
OC-5595,2023-01-07,2023-12-07,DistribuidoraTech SA,Smartphones,4162460116.0,Contado,Pagado
OC-5596,2023-01-07,,MegaComputo SRL,Computación,4816096162.0,60 días,Pagado
OC-5597,2023-01-07,,DistribuidoraTech SA,Tablets,2322319464.0,Contado,Pagado
OC-5598,2023-01-07,,ElectroImport SA,TV/Audio,3590356467.0,30 días,Pagado
OC-5599,2023-01-07,2023-09-07,AccesoriosTotal SRL,Accesorios,1936740104.0,60 días,Pagado
OC-5600,2023-01-07,,MegaComputo SRL,Periféricos,235255283.0,Contado,Pagado
OC-5601,2023-01-07,2023-10-07,MegaComputo SRL,Almacenamiento,1366734526.0,30 días,Pagado
OC-5602,2023-01-07,2023-05-07,NetSupply SA,Redes,963553768.0,60 días,Pagado
OC-5603,2023-01-07,2023-09-07,NetSupply SA,Seguridad,976704973.0,Contado,Pagado
OC-5604,2023-01-08,,DistribuidoraTech SA,Smartphones,4224983889.0,Contado,Pagado
OC-5605,2023-01-08,2023-10-08,MegaComputo SRL,Computación,4286610201.0,30 días,Pagado
OC-5606,2023-01-08,2023-10-08,DistribuidoraTech SA,Tablets,1722783803.0,30 días,Pagado
OC-5607,2023-01-08,2023-12-08,ElectroImport SA,TV/Audio,3762905406.0,Contado,Pagado
OC-5608,2023-01-08,2023-10-08,AccesoriosTotal SRL,Accesorios,191269377.0,60 días,Pagado
OC-5609,2023-01-08,2023-08-08,MegaComputo SRL,Periféricos,1835425377.0,60 días,Pagado
OC-5610,2023-01-08,,MegaComputo SRL,Almacenamiento,1291311983.0,30 días,Pagado
OC-5611,2023-01-08,2023-11-08,NetSupply SA,Redes,1155691077.0,Contado,Pagado
OC-5612,2023-01-08,,NetSupply SA,Seguridad,909540873.0,Contado,Pagado
OC-5613,2023-01-09,2023-07-09,DistribuidoraTech SA,Smartphones,3630161799.0,Contado,Pagado
OC-5614,2023-01-09,2023-06-09,MegaComputo SRL,Computación,413652138.0,30 días,Pagado
OC-5615,2023-01-09,,DistribuidoraTech SA,Tablets,1832714951.0,Contado,Pagado
OC-5616,2023-01-09,,ElectroImport SA,TV/Audio,3134660712.0,30 días,Pagado
OC-5617,2023-01-09,2023-09-09,AccesoriosTotal SRL,Accesorios,1592777794.0,60 días,Pagado
OC-5618,2023-01-09,,MegaComputo SRL,Periféricos,1826822006.0,30 días,Pagado
OC-5619,2023-01-09,,MegaComputo SRL,Almacenamiento,1020165943.0,30 días,Pagado
OC-5620,2023-01-09,,NetSupply SA,Redes,964882291.0,Contado,Pagado
OC-5621,2023-01-09,,NetSupply SA,Seguridad,805669302.0,60 días,Pagado
OC-5622,2023-01-10,,DistribuidoraTech SA,Smartphones,5177637968.0,30 días,Pagado
OC-5623,2023-01-10,,MegaComputo SRL,Computación,6134200138.0,60 días,Pagado
OC-5624,2023-01-10,,DistribuidoraTech SA,Tablets,2462918789.0,30 días,Pagado
OC-5625,2023-01-10,2023-11-10,ElectroImport SA,TV/Audio,3797058758.0,Contado,Pagado
OC-5626,2023-01-10,2023-11-10,AccesoriosTotal SRL,Accesorios,216210990.0,60 días,Pagado
OC-5627,2023-01-10,,MegaComputo SRL,Periféricos,2775364187.0,30 días,Pagado
OC-5628,2023-01-10,2023-08-10,MegaComputo SRL,Almacenamiento,1581254638.0,30 días,Pagado
OC-5629,2023-01-10,2023-08-10,NetSupply SA,Redes,1488216485.0,30 días,Pagado
OC-5630,2023-01-10,,NetSupply SA,Seguridad,985723713.0,30 días,Pagado
OC-5631,2023-01-11,,DistribuidoraTech SA,Smartphones,7631351651.0,Contado,Pagado
OC-5632,2023-01-11,2023-12-11,MegaComputo SRL,Computación,7159783081.0,Contado,Pagado
OC-5633,2023-01-11,2023-08-11,DistribuidoraTech SA,Tablets,2884900696.0,Contado,Pagado
OC-5634,2023-01-11,2023-06-11,ElectroImport SA,TV/Audio,5590043545.0,60 días,Pagado
OC-5635,2023-01-11,,AccesoriosTotal SRL,Accesorios,2292693805.0,60 días,Pagado
OC-5636,2023-01-11,,MegaComputo SRL,Periféricos,384841430.0,30 días,Pagado
OC-5637,2023-01-11,,MegaComputo SRL,Almacenamiento,1846656797.0,30 días,Pagado
OC-5638,2023-01-11,2023-12-11,NetSupply SA,Redes,1743224123.0,30 días,Pagado
OC-5639,2023-01-11,2023-05-11,NetSupply SA,Seguridad,1302405728.0,Contado,Pagado
OC-5640,2023-01-12,2023-05-12,DistribuidoraTech SA,Smartphones,5849712396.0,Contado,Pagado
OC-5641,2023-01-12,,MegaComputo SRL,Computación,7575956471.0,60 días,Pagado
OC-5642,2023-01-12,2023-11-12,DistribuidoraTech SA,Tablets,2987057408.0,30 días,Pagado
OC-5643,2023-01-12,,ElectroImport SA,TV/Audio,6337956896.0,60 días,Pagado
OC-5644,2023-01-12,2023-10-12,AccesoriosTotal SRL,Accesorios,262625181.0,60 días,Pagado
OC-5645,2023-01-12,2023-08-12,MegaComputo SRL,Periféricos,3022784544.0,60 días,Pagado
OC-5646,2023-01-12,2023-12-12,MegaComputo SRL,Almacenamiento,1626978243.0,Contado,Pagado
OC-5647,2023-01-12,2023-06-12,NetSupply SA,Redes,1497339093.0,30 días,Pagado
OC-5648,2023-01-12,,NetSupply SA,Seguridad,1299780011.0,60 días,Pagado
OC-5649,2024-01-01,2024-10-01,DistribuidoraTech SA,Smartphones,11602118714.0,60 días,Pagado
OC-5650,2024-01-01,,MegaComputo SRL,Computación,13959015793.0,30 días,Pagado
OC-5651,2024-01-01,,DistribuidoraTech SA,Tablets,553794205.0,30 días,Pagado
OC-5652,2024-01-01,,ElectroImport SA,TV/Audio,8613168425.0,Contado,Pagado
OC-5653,2024-01-01,2024-09-01,AccesoriosTotal SRL,Accesorios,4627291057.0,60 días,Pagado
OC-5654,2024-01-01,2024-07-01,MegaComputo SRL,Periféricos,5565800502.0,30 días,Pagado
OC-5655,2024-01-01,,MegaComputo SRL,Almacenamiento,3686885754.0,30 días,Pagado
OC-5656,2024-01-01,,NetSupply SA,Redes,3093069959.0,Contado,Pagado
OC-5657,2024-01-01,,NetSupply SA,Seguridad,2276897895.0,60 días,Pagado
OC-5658,2024-01-02,,DistribuidoraTech SA,Smartphones,10315875758.0,Contado,Pagado
OC-5659,2024-01-02,2024-11-02,MegaComputo SRL,Computación,15999315872.0,Contado,Pagado
OC-5660,2024-01-02,,DistribuidoraTech SA,Tablets,5480974399.0,Contado,Pagado
OC-5661,2024-01-02,2024-12-02,ElectroImport SA,TV/Audio,9742196613.0,Contado,Pagado
OC-5662,2024-01-02,2024-11-02,AccesoriosTotal SRL,Accesorios,4037238547.0,30 días,Pagado
OC-5663,2024-01-02,,MegaComputo SRL,Periféricos,6280616939.0,Contado,Pagado
OC-5664,2024-01-02,,MegaComputo SRL,Almacenamiento,3865177154.0,Contado,Pagado
OC-5665,2024-01-02,,NetSupply SA,Redes,3048704264.0,Contado,Pagado
OC-5666,2024-01-02,2024-12-02,NetSupply SA,Seguridad,2400176886.0,30 días,Pagado
OC-5667,2024-01-03,,DistribuidoraTech SA,Smartphones,13397524605.0,60 días,Pagado
OC-5668,2024-01-03,,MegaComputo SRL,Computación,13542607314.0,Contado,Pagado
OC-5669,2024-01-03,,DistribuidoraTech SA,Tablets,5631530307.0,30 días,Pagado
OC-5670,2024-01-03,,ElectroImport SA,TV/Audio,10407373926.0,60 días,Pagado
OC-5671,2024-01-03,,AccesoriosTotal SRL,Accesorios,5767614074.0,30 días,Pagado
OC-5672,2024-01-03,,MegaComputo SRL,Periféricos,6768361837.0,Contado,Pagado
OC-5673,2024-01-03,2024-11-03,MegaComputo SRL,Almacenamiento,3740123498.0,Contado,Pagado
OC-5674,2024-01-03,2024-12-03,NetSupply SA,Redes,3141819656.0,60 días,Pagado
OC-5675,2024-01-03,,NetSupply SA,Seguridad,2192143389.0,30 días,Pagado
OC-5676,2024-01-04,,DistribuidoraTech SA,Smartphones,14425546458.0,Contado,Pagado
OC-5677,2024-01-04,,MegaComputo SRL,Computación,15059907401.0,60 días,Pagado
OC-5678,2024-01-04,2024-06-04,DistribuidoraTech SA,Tablets,6359668885.0,Contado,Pagado
OC-5679,2024-01-04,,ElectroImport SA,TV/Audio,13840722022.0,Contado,Pagado
OC-5680,2024-01-04,2024-09-04,AccesoriosTotal SRL,Accesorios,5370479678.0,Contado,Pagado
OC-5681,2024-01-04,2024-12-04,MegaComputo SRL,Periféricos,7081650097.0,30 días,Pagado
OC-5682,2024-01-04,,MegaComputo SRL,Almacenamiento,3966384461.0,60 días,Pagado
OC-5683,2024-01-04,2024-06-04,NetSupply SA,Redes,3434545696.0,30 días,Pagado
OC-5684,2024-01-04,,NetSupply SA,Seguridad,2567981861.0,30 días,Pagado
OC-5685,2024-01-05,2024-12-05,DistribuidoraTech SA,Smartphones,13859295476.0,60 días,Pagado
OC-5686,2024-01-05,2024-12-05,MegaComputo SRL,Computación,1430098200.0,30 días,Pagado
OC-5687,2024-01-05,2024-12-05,DistribuidoraTech SA,Tablets,624503015.0,30 días,Pagado
OC-5688,2024-01-05,,ElectroImport SA,TV/Audio,12382402676.0,Contado,Pagado
OC-5689,2024-01-05,2024-08-05,AccesoriosTotal SRL,Accesorios,5925482065.0,Contado,Pagado
OC-5690,2024-01-05,,MegaComputo SRL,Periféricos,7463594464.0,Contado,Pagado
OC-5691,2024-01-05,2024-05-05,MegaComputo SRL,Almacenamiento,4394150323.0,60 días,Pagado
OC-5692,2024-01-05,,NetSupply SA,Redes,3845435717.0,60 días,Pagado
OC-5693,2024-01-05,,NetSupply SA,Seguridad,3061429045.0,60 días,Pagado
OC-5694,2024-01-06,,DistribuidoraTech SA,Smartphones,1631118532.0,30 días,Pagado
OC-5695,2024-01-06,2024-11-06,MegaComputo SRL,Computación,17431409705.0,30 días,Pagado
OC-5696,2024-01-06,,DistribuidoraTech SA,Tablets,7749200883.0,Contado,Pagado
OC-5697,2024-01-06,,ElectroImport SA,TV/Audio,10927147007.0,30 días,Pagado
OC-5698,2024-01-06,2024-12-06,AccesoriosTotal SRL,Accesorios,6110573304.0,60 días,Pagado
OC-5699,2024-01-06,2024-07-06,MegaComputo SRL,Periféricos,7616051948.0,60 días,Pagado
OC-5700,2024-01-06,2024-10-06,MegaComputo SRL,Almacenamiento,5133486589.0,Contado,Pagado
OC-5701,2024-01-06,,NetSupply SA,Redes,3892288335.0,60 días,Pagado
OC-5702,2024-01-06,2024-10-06,NetSupply SA,Seguridad,3000777487.0,60 días,Pagado
OC-5703,2024-01-07,,DistribuidoraTech SA,Smartphones,17633152611.0,60 días,Pagado
OC-5704,2024-01-07,2024-10-07,MegaComputo SRL,Computación,20356250328.0,Contado,Pagado
OC-5705,2024-01-07,2024-05-07,DistribuidoraTech SA,Tablets,8289521357.0,60 días,Pagado
OC-5706,2024-01-07,2024-06-07,ElectroImport SA,TV/Audio,14947955653.0,Contado,Pagado
OC-5707,2024-01-07,,AccesoriosTotal SRL,Accesorios,7023112115.0,30 días,Pagado
OC-5708,2024-01-07,2024-08-07,MegaComputo SRL,Periféricos,8891534356.0,Contado,Pagado
OC-5709,2024-01-07,2024-08-07,MegaComputo SRL,Almacenamiento,5109488399.0,60 días,Pagado
OC-5710,2024-01-07,,NetSupply SA,Redes,4234631657.0,30 días,Pagado
OC-5711,2024-01-07,2024-07-07,NetSupply SA,Seguridad,3207482192.0,60 días,Pagado
OC-5712,2024-01-08,2024-08-08,DistribuidoraTech SA,Smartphones,14236573211.0,30 días,Pagado
OC-5713,2024-01-08,,MegaComputo SRL,Computación,12704633815.0,30 días,Pagado
OC-5714,2024-01-08,,DistribuidoraTech SA,Tablets,5435092273.0,30 días,Pagado
OC-5715,2024-01-08,2024-08-08,ElectroImport SA,TV/Audio,12402676648.0,Contado,Pagado
OC-5716,2024-01-08,,AccesoriosTotal SRL,Accesorios,5345461139.0,30 días,Pagado
OC-5717,2024-01-08,2024-07-08,MegaComputo SRL,Periféricos,6819848934.0,30 días,Pagado
OC-5718,2024-01-08,2024-07-08,MegaComputo SRL,Almacenamiento,365416509.0,Contado,Pagado
OC-5719,2024-01-08,2024-10-08,NetSupply SA,Redes,3503114268.0,Contado,Pagado
OC-5720,2024-01-08,2024-07-08,NetSupply SA,Seguridad,2994337512.0,Contado,Pagado
OC-5721,2024-01-09,2024-10-09,DistribuidoraTech SA,Smartphones,15730938372.0,60 días,Pagado
OC-5722,2024-01-09,2024-08-09,MegaComputo SRL,Computación,1362363796.0,Contado,Pagado
OC-5723,2024-01-09,2024-09-09,DistribuidoraTech SA,Tablets,6935758131.0,60 días,Pagado
OC-5724,2024-01-09,2024-11-09,ElectroImport SA,TV/Audio,11285380075.0,60 días,Pagado
OC-5725,2024-01-09,,AccesoriosTotal SRL,Accesorios,4498322628.0,30 días,Pagado
OC-5726,2024-01-09,2024-06-09,MegaComputo SRL,Periféricos,6179356022.0,60 días,Pagado
OC-5727,2024-01-09,,MegaComputo SRL,Almacenamiento,3592307845.0,Contado,Pagado
OC-5728,2024-01-09,2024-05-09,NetSupply SA,Redes,3693455035.0,30 días,Pagado
OC-5729,2024-01-09,2024-11-09,NetSupply SA,Seguridad,2776909904.0,Contado,Pagado
OC-5730,2024-01-10,2024-05-10,DistribuidoraTech SA,Smartphones,1615535499.0,60 días,Pagado
OC-5731,2024-01-10,2024-06-10,MegaComputo SRL,Computación,1860509817.0,Contado,Pagado
OC-5732,2024-01-10,,DistribuidoraTech SA,Tablets,8746977169.0,60 días,Pagado
OC-5733,2024-01-10,,ElectroImport SA,TV/Audio,13313109987.0,30 días,Pagado
OC-5734,2024-01-10,2024-11-10,AccesoriosTotal SRL,Accesorios,6996476327.0,30 días,Pagado
OC-5735,2024-01-10,,MegaComputo SRL,Periféricos,8951249945.0,30 días,Pagado
OC-5736,2024-01-10,2024-11-10,MegaComputo SRL,Almacenamiento,4616295056.0,30 días,Pagado
OC-5737,2024-01-10,,NetSupply SA,Redes,4453216342.0,30 días,Pagado
OC-5738,2024-01-10,2024-09-10,NetSupply SA,Seguridad,3659405079.0,30 días,Pagado
OC-5739,2024-01-11,2024-10-11,DistribuidoraTech SA,Smartphones,25223486575.0,30 días,Pagado
OC-5740,2024-01-11,2024-10-11,MegaComputo SRL,Computación,25390206775.0,60 días,Pagado
OC-5741,2024-01-11,2024-06-11,DistribuidoraTech SA,Tablets,11297358091.0,Contado,Pagado
OC-5742,2024-01-11,2024-09-11,ElectroImport SA,TV/Audio,19417886591.0,Contado,Pagado
OC-5743,2024-01-11,,AccesoriosTotal SRL,Accesorios,9392725523.0,60 días,Pagado
OC-5744,2024-01-11,,MegaComputo SRL,Periféricos,12532996212.0,30 días,Pagado
OC-5745,2024-01-11,,MegaComputo SRL,Almacenamiento,798420211.0,30 días,Pagado
OC-5746,2024-01-11,,NetSupply SA,Redes,6270035053.0,Contado,Pagado
OC-5747,2024-01-11,2024-10-11,NetSupply SA,Seguridad,4643225465.0,60 días,Pagado
OC-5748,2024-01-12,,DistribuidoraTech SA,Smartphones,1964641629.0,30 días,Pagado
OC-5749,2024-01-12,2024-10-12,MegaComputo SRL,Computación,23437921889.0,Contado,Pagado
OC-5750,2024-01-12,2024-09-12,DistribuidoraTech SA,Tablets,9313763394.0,60 días,Pagado
OC-5751,2024-01-12,,ElectroImport SA,TV/Audio,17824825968.0,60 días,Pagado
OC-5752,2024-01-12,2024-12-12,AccesoriosTotal SRL,Accesorios,7556080823.0,30 días,Pagado
OC-5753,2024-01-12,,MegaComputo SRL,Periféricos,11070538927.0,30 días,Pagado
OC-5754,2024-01-12,,MegaComputo SRL,Almacenamiento,5448651349.0,30 días,Pagado
OC-5755,2024-01-12,2024-11-12,NetSupply SA,Redes,503962168.0,30 días,Pagado
OC-5756,2024-01-12,2024-12-12,NetSupply SA,Seguridad,4279776578.0,60 días,Pagado
OC-5757,2025-01-01,,DistribuidoraTech SA,Smartphones,25188693287.0,30 días,Pagado
OC-5758,2025-01-01,,MegaComputo SRL,Computación,28940418475.0,60 días,Pagado
OC-5759,2025-01-01,,DistribuidoraTech SA,Tablets,12705620963.0,Contado,Pagado
OC-5760,2025-01-01,2025-12-01,ElectroImport SA,TV/Audio,19411084113.0,60 días,Pagado
OC-5761,2025-01-01,2025-09-01,AccesoriosTotal SRL,Accesorios,902497204.0,60 días,Pagado
OC-5762,2025-01-01,,MegaComputo SRL,Periféricos,1155468253.0,Contado,Pagado
OC-5763,2025-01-01,2025-05-01,MegaComputo SRL,Almacenamiento,7571005033.0,30 días,Pagado
OC-5764,2025-01-01,2025-06-01,NetSupply SA,Redes,6987622876.0,Contado,Pagado
OC-5765,2025-01-01,,NetSupply SA,Seguridad,4955803171.0,Contado,Pagado
OC-5766,2025-01-02,,DistribuidoraTech SA,Smartphones,24833938937.0,Contado,Pagado
OC-5767,2025-01-02,2025-06-02,MegaComputo SRL,Computación,20929271342.0,30 días,Pagado
OC-5768,2025-01-02,,DistribuidoraTech SA,Tablets,8197971711.0,Contado,Pagado
OC-5769,2025-01-02,2025-12-02,ElectroImport SA,TV/Audio,1726229918.0,Contado,Pagado
OC-5770,2025-01-02,,AccesoriosTotal SRL,Accesorios,8088196011.0,Contado,Pagado
OC-5771,2025-01-02,,MegaComputo SRL,Periféricos,9952844583.0,60 días,Pagado
OC-5772,2025-01-02,2025-12-02,MegaComputo SRL,Almacenamiento,636505906.0,Contado,Pagado
OC-5773,2025-01-02,,NetSupply SA,Redes,4773208771.0,Contado,Pagado
OC-5774,2025-01-02,,NetSupply SA,Seguridad,442100885.0,Contado,Pagado
OC-5775,2025-01-03,,DistribuidoraTech SA,Smartphones,2724176911.0,Contado,Pagado
OC-5776,2025-01-03,2025-11-03,MegaComputo SRL,Computación,28659486384.0,Contado,Pagado
OC-5777,2025-01-03,2025-08-03,DistribuidoraTech SA,Tablets,12273694654.0,30 días,Pagado
OC-5778,2025-01-03,,ElectroImport SA,TV/Audio,24740483121.0,30 días,Pagado
OC-5779,2025-01-03,,AccesoriosTotal SRL,Accesorios,10517793902.0,Contado,Pagado
OC-5780,2025-01-03,,MegaComputo SRL,Periféricos,1288464402.0,60 días,Pagado
OC-5781,2025-01-03,2025-10-03,MegaComputo SRL,Almacenamiento,8479093901.0,30 días,Pagado
OC-5782,2025-01-03,2025-10-03,NetSupply SA,Redes,6349703946.0,60 días,Pagado
OC-5783,2025-01-03,2025-05-03,NetSupply SA,Seguridad,5571015032.0,Contado,Pagado
OC-5784,2025-01-04,,DistribuidoraTech SA,Smartphones,29754085547.0,60 días,Pagado
OC-5785,2025-01-04,,MegaComputo SRL,Computación,34150023049.0,Contado,Pagado
OC-5786,2025-01-04,2025-10-04,DistribuidoraTech SA,Tablets,12241282248.0,60 días,Pagado
OC-5787,2025-01-04,,ElectroImport SA,TV/Audio,19976917108.0,60 días,Pagado
OC-5788,2025-01-04,2025-09-04,AccesoriosTotal SRL,Accesorios,10938089896.0,60 días,Pagado
OC-5789,2025-01-04,2025-07-04,MegaComputo SRL,Periféricos,14157063491.0,Contado,Pagado
OC-5790,2025-01-04,,MegaComputo SRL,Almacenamiento,7962050275.0,Contado,Pagado
OC-5791,2025-01-04,,NetSupply SA,Redes,7053590988.0,60 días,Pagado
OC-5792,2025-01-04,,NetSupply SA,Seguridad,6362448205.0,Contado,Pagado
OC-5793,2025-01-05,,DistribuidoraTech SA,Smartphones,43560327247.0,Contado,Pagado
OC-5794,2025-01-05,2025-08-05,MegaComputo SRL,Computación,46961195746.0,Contado,Pagado
OC-5795,2025-01-05,2025-12-05,DistribuidoraTech SA,Tablets,22082172224.0,Contado,Pagado
OC-5796,2025-01-05,2025-09-05,ElectroImport SA,TV/Audio,32896257552.0,60 días,Pagado
OC-5797,2025-01-05,2025-10-05,AccesoriosTotal SRL,Accesorios,1827673269.0,30 días,Pagado
OC-5798,2025-01-05,,MegaComputo SRL,Periféricos,21866105007.0,60 días,Pagado
OC-5799,2025-01-05,2025-12-05,MegaComputo SRL,Almacenamiento,11882218013.0,30 días,Pagado
OC-5800,2025-01-05,,NetSupply SA,Redes,11280816093.0,60 días,Pagado
OC-5801,2025-01-05,2025-06-05,NetSupply SA,Seguridad,8670529083.0,60 días,Pagado
OC-5802,2025-01-06,,DistribuidoraTech SA,Smartphones,39947847213.0,Contado,Pagado
OC-5803,2025-01-06,2025-05-06,MegaComputo SRL,Computación,42906259152.0,60 días,Pagado
OC-5804,2025-01-06,2025-06-06,DistribuidoraTech SA,Tablets,17518725222.0,Contado,Pagado
OC-5805,2025-01-06,2025-10-06,ElectroImport SA,TV/Audio,2838286843.0,30 días,Pagado
OC-5806,2025-01-06,,AccesoriosTotal SRL,Accesorios,14661887902.0,30 días,Pagado
OC-5807,2025-01-06,2025-12-06,MegaComputo SRL,Periféricos,19581780951.0,60 días,Pagado
OC-5808,2025-01-06,,MegaComputo SRL,Almacenamiento,1069839539.0,Contado,Pagado
OC-5809,2025-01-06,2025-08-06,NetSupply SA,Redes,956850503.0,Contado,Pagado
OC-5810,2025-01-06,,NetSupply SA,Seguridad,7893267121.0,60 días,Pagado
OC-5811,2025-01-07,,DistribuidoraTech SA,Smartphones,45271159574.0,30 días,Pagado
OC-5812,2025-01-07,2025-08-07,MegaComputo SRL,Computación,4495214792.0,30 días,Pagado
OC-5813,2025-01-07,2025-08-07,DistribuidoraTech SA,Tablets,18617735205.0,30 días,Pagado
OC-5814,2025-01-07,,ElectroImport SA,TV/Audio,34706145564.0,30 días,Pagado
OC-5815,2025-01-07,2025-08-07,AccesoriosTotal SRL,Accesorios,16083494786.0,60 días,Pagado
OC-5816,2025-01-07,,MegaComputo SRL,Periféricos,18993063105.0,30 días,Pagado
OC-5817,2025-01-07,,MegaComputo SRL,Almacenamiento,1317598306.0,Contado,Pagado
OC-5818,2025-01-07,2025-08-07,NetSupply SA,Redes,10454512991.0,60 días,Pagado
OC-5819,2025-01-07,2025-08-07,NetSupply SA,Seguridad,8908634383.0,Contado,Pagado
OC-5820,2025-01-08,2025-07-08,DistribuidoraTech SA,Smartphones,29421425387.0,Contado,Pagado
OC-5821,2025-01-08,2025-12-08,MegaComputo SRL,Computación,34153343454.0,60 días,Pagado
OC-5822,2025-01-08,2025-06-08,DistribuidoraTech SA,Tablets,11872392508.0,30 días,Pagado
OC-5823,2025-01-08,,ElectroImport SA,TV/Audio,25865777926.0,30 días,Pagado
OC-5824,2025-01-08,2025-10-08,AccesoriosTotal SRL,Accesorios,11803630794.0,60 días,Pagado
OC-5825,2025-01-08,,MegaComputo SRL,Periféricos,1524482844.0,30 días,Pagado
OC-5826,2025-01-08,,MegaComputo SRL,Almacenamiento,9136983929.0,Contado,Pagado
OC-5827,2025-01-08,2025-09-08,NetSupply SA,Redes,7493908222.0,Contado,Pagado
OC-5828,2025-01-08,,NetSupply SA,Seguridad,6198442197.0,60 días,Pagado
OC-5829,2025-01-09,,DistribuidoraTech SA,Smartphones,33908138751.0,Contado,Pagado
OC-5830,2025-01-09,2025-09-09,MegaComputo SRL,Computación,37912253714.0,60 días,Pagado
OC-5831,2025-01-09,,DistribuidoraTech SA,Tablets,13707964598.0,Contado,Pagado
OC-5832,2025-01-09,2025-08-09,ElectroImport SA,TV/Audio,28769796369.0,30 días,Pagado
OC-5833,2025-01-09,2025-05-09,AccesoriosTotal SRL,Accesorios,13414176082.0,30 días,Pagado
OC-5834,2025-01-09,2025-12-09,MegaComputo SRL,Periféricos,1739712552.0,30 días,Pagado
OC-5835,2025-01-09,,MegaComputo SRL,Almacenamiento,10056568915.0,30 días,Pagado
OC-5836,2025-01-09,,NetSupply SA,Redes,7746096444.0,30 días,Pagado
OC-5837,2025-01-09,2025-06-09,NetSupply SA,Seguridad,8146178058.0,30 días,Pagado
OC-5838,2025-01-10,,DistribuidoraTech SA,Smartphones,39664892244.0,60 días,Pagado
OC-5839,2025-01-10,2025-07-10,MegaComputo SRL,Computación,37743783218.0,60 días,Pagado
OC-5840,2025-01-10,,DistribuidoraTech SA,Tablets,17541018641.0,60 días,Pagado
OC-5841,2025-01-10,2025-05-10,ElectroImport SA,TV/Audio,3042935184.0,30 días,Pagado
OC-5842,2025-01-10,2025-06-10,AccesoriosTotal SRL,Accesorios,15503772056.0,30 días,Pagado
OC-5843,2025-01-10,,MegaComputo SRL,Periféricos,17064574761.0,60 días,Pagado
OC-5844,2025-01-10,,MegaComputo SRL,Almacenamiento,11808975303.0,60 días,Pagado
OC-5845,2025-01-10,,NetSupply SA,Redes,9131932513.0,60 días,Pagado
OC-5846,2025-01-10,,NetSupply SA,Seguridad,878101861.0,60 días,Pagado
OC-5847,2025-01-11,,DistribuidoraTech SA,Smartphones,46634106565.0,Contado,Pagado
OC-5848,2025-01-11,2025-05-11,MegaComputo SRL,Computación,54715498923.0,60 días,Pagado
OC-5849,2025-01-11,,DistribuidoraTech SA,Tablets,22663365845.0,30 días,Pagado
OC-5850,2025-01-11,,ElectroImport SA,TV/Audio,38972829029.0,Contado,Pagado
OC-5851,2025-01-11,,AccesoriosTotal SRL,Accesorios,19058868272.0,60 días,Pagado
OC-5852,2025-01-11,,MegaComputo SRL,Periféricos,25583550339.0,Contado,Pagado
OC-5853,2025-01-11,,MegaComputo SRL,Almacenamiento,13409064501.0,60 días,Pagado
OC-5854,2025-01-11,,NetSupply SA,Redes,1246304291.0,Contado,Pagado
OC-5855,2025-01-11,,NetSupply SA,Seguridad,9094455645.0,60 días,Pagado
OC-5856,2025-01-12,,DistribuidoraTech SA,Smartphones,47819123464.0,60 días,Pagado
OC-5857,2025-01-12,,MegaComputo SRL,Computación,47165307882.0,30 días,Pagado
OC-5858,2025-01-12,2025-07-12,DistribuidoraTech SA,Tablets,19134475263.0,Contado,Pagado
OC-5859,2025-01-12,,ElectroImport SA,TV/Audio,37748426309.0,60 días,Pagado
OC-5860,2025-01-12,2025-08-12,AccesoriosTotal SRL,Accesorios,20617355662.0,Contado,Pagado
OC-5861,2025-01-12,2025-10-12,MegaComputo SRL,Periféricos,23351556565.0,60 días,Pagado
OC-5862,2025-01-12,,MegaComputo SRL,Almacenamiento,16167208659.0,60 días,Pagado
OC-5863,2025-01-12,,NetSupply SA,Redes,12245625725.0,60 días,Pagado
OC-5864,2025-01-12,,NetSupply SA,Seguridad,9366782665.0,60 días,Pagado
=======,,,,,,,
